"year","global_tas"
1981,-0.227394446730614
1982,-0.231514453887939
1983,-0.382728457450867
1984,-0.326240450143814
1985,-0.363899439573288
1986,-0.375129461288452
1987,-0.168708443641663
1988,-0.140693455934525
1989,-0.0120314499363303
1990,-0.047767449170351
1991,-0.110420450568199
1992,-0.39795646071434
1993,-0.259315460920334
1994,-0.110847450792789
1995,-0.0868914499878883
1996,-0.0286024492233992
1997,-0.00849144998937845
1998,0.0979535505175591
1999,0.210075557231903
2000,0.2300945520401
2001,0.181083545088768
2002,0.213493555784225
2003,0.177604556083679
2004,0.369834542274475
2005,0.266715556383133
2006,0.24172155559063
2007,0.348777562379837
2008,0.326072543859482
2009,0.394798547029495
2010,0.509025573730469
2011,0.43193855881691
2012,0.638023555278778
2013,0.55132257938385
2014,0.631553530693054
2015,0.577445566654205
2016,0.750083565711975
2017,0.681846559047699
2018,0.740775525569916
2019,0.785545527935028
2020,0.742576539516449
2021,0.670738577842712
2022,0.697715520858765
2023,0.891624569892883
2024,0.718253552913666
2025,0.756950557231903
2026,0.948753535747528
2027,0.853263556957245
2028,0.892722547054291
2029,0.793205559253693
2030,0.762657523155212
2031,0.986259579658508
2032,1.09951055049896
2033,1.10845160484314
2034,1.13344550132751
2035,1.12084150314331
2036,1.1627424955368
2037,1.11580657958984
2038,1.15114557743073
2039,1.12993657588959
2040,0.921592533588409
2041,1.00548553466797
2042,1.1266405582428
2043,1.24105060100555
2044,1.33339655399323
2045,1.23384857177734
2046,1.2474285364151
2047,1.27043950557709
2048,1.27663457393646
2049,1.50765252113342
2050,1.43349456787109
2051,1.45723760128021
2052,1.47176349163055
2053,1.54247260093689
2054,1.44811260700226
2055,1.587242603302
2056,1.72570049762726
2057,1.71349358558655
2058,1.62956953048706
2059,1.64879560470581
2060,1.66075849533081
2061,1.67748260498047
2062,1.65874457359314
2063,1.83306157588959
2064,1.86772954463959
2065,1.86861455440521
2066,1.79125249385834
2067,1.79494452476501
2068,1.86119854450226
2069,1.80846357345581
2070,1.82454657554626
2071,1.94683051109314
2072,1.97310650348663
2073,1.82701849937439
2074,1.99214959144592
2075,1.98342156410217
2076,1.95955657958984
2077,2.10903143882751
2078,2.24633049964905
2079,2.18910956382751
2080,2.1334764957428
2081,2.29045844078064
2082,2.22130560874939
2083,2.14809465408325
2084,2.25655364990234
2085,2.28914666175842
2086,2.36174750328064
2087,2.17253851890564
2088,2.25890350341797
2089,2.35390448570251
2090,2.08272552490234
2091,2.15233659744263
2092,2.19179558753967
2093,2.1128466129303
2094,2.12331366539001
2095,2.28948259353638
2096,2.19625043869019
2097,2.25798749923706
2098,2.41054558753967
2099,2.31633758544922
